shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
100870,39.780913,-86.237462,310024
100870,39.780915,-86.237445,310025
100870,39.780915,-86.237445,320001
100870,39.780925,-86.237322,320002
100870,39.780931,-86.237182,320003
100870,39.780931,-86.237046,320004
100870,39.780926,-86.236910,320005
100870,39.780914,-86.236774,320006
100870,39.780897,-86.236640,320007
100870,39.780874,-86.236507,320008
100870,39.780439,-86.234264,320009
100870,39.780276,-86.233421,320010
100870,39.780257,-86.233309,320011
100870,39.780242,-86.233196,320012
100870,39.780232,-86.233082,320013
100870,39.780227,-86.232967,320014
100870,39.780227,-86.232853,320015
100870,39.780242,-86.232014,320016
100870,39.780242,-86.232014,330001
100870,39.780245,-86.231845,330002
100870,39.780327,-86.227270,330003
100870,39.780330,-86.227083,330004
100870,39.780330,-86.227083,340001
100870,39.780339,-86.226581,340002
100870,39.780359,-86.225429,340003
100870,39.780364,-86.225188,340004
100870,39.780376,-86.224490,340005
100870,39.780376,-86.224490,350001
100870,39.780381,-86.224140,350002
100870,39.780401,-86.222984,350003
100870,39.780414,-86.222201,350004
100870,39.780414,-86.222201,360001
100870,39.780420,-86.221827,360002
100870,39.780433,-86.221065,360003
100870,39.780454,-86.219811,360004
100870,39.780454,-86.219811,370001
100870,39.780454,-86.219795,370002
100870,39.780477,-86.218437,370003
100870,39.780500,-86.217080,370004
100870,39.780505,-86.216770,370005
100870,39.780513,-86.216296,370006
100870,39.780513,-86.216296,380001
100870,39.780518,-86.216035,380002
100870,39.780537,-86.214989,380003
100870,39.780558,-86.213800,380004
100870,39.780563,-86.213282,380005
100870,39.780563,-86.213282,390001
100870,39.780564,-86.213133,390002
100870,39.780581,-86.212044,390003
100870,39.780581,-86.212044,400001
100870,39.780583,-86.211911,400002
100870,39.780600,-86.210789,400003
100870,39.780600,-86.210789,410001
100870,39.780603,-86.210586,410002
100870,39.780611,-86.210072,410003
100870,39.780617,-86.209650,410004
100870,39.780619,-86.209547,410005
100870,39.780621,-86.209445,410006
100870,39.780621,-86.209433,410007
100870,39.780621,-86.209433,420001
100870,39.780630,-86.208650,420002
100870,39.780632,-86.208426,420003
100870,39.780636,-86.208342,420004
100870,39.780640,-86.208258,420005
100870,39.780649,-86.207693,420006
100870,39.780649,-86.207693,430001
100870,39.780651,-86.207582,430002
100870,39.780656,-86.207289,430003
100870,39.780673,-86.206208,430004
100870,39.780681,-86.205420,430005
100870,39.780681,-86.205420,440001
100870,39.780682,-86.205284,440002
100870,39.780681,-86.205236,440003
100870,39.780677,-86.205188,440004
100870,39.780673,-86.205141,440005
100870,39.780672,-86.205094,440006
100870,39.780675,-86.204573,440007
100870,39.780676,-86.204555,440008
100870,39.780678,-86.204538,440009
100870,39.780681,-86.204520,440010
100870,39.780682,-86.204502,440011
100870,39.780686,-86.203859,440012
100870,39.780690,-86.203267,440013
100870,39.780690,-86.203267,450001
100870,39.780691,-86.203147,450002
100870,39.780693,-86.202813,450003
100870,39.780696,-86.202461,450004
100870,39.780700,-86.201853,450005
100870,39.780704,-86.201271,450006
100870,39.780704,-86.201271,460001
100870,39.780705,-86.201087,460002
100870,39.780707,-86.200801,460003
100870,39.780710,-86.200400,460004
100870,39.780712,-86.200125,460005
100870,39.780713,-86.199944,460006
100870,39.780713,-86.199944,470001
100870,39.780716,-86.199581,470002
100870,39.780720,-86.199027,470003
100870,39.780722,-86.198773,470004
100870,39.780725,-86.198340,470005
100870,39.780726,-86.198097,470006
100870,39.780730,-86.197654,470007
100870,39.780731,-86.197421,470008
100870,39.780735,-86.196974,470009
100870,39.780737,-86.196745,470010
100870,39.780738,-86.196714,470011
100870,39.780738,-86.196714,480001
100870,39.780740,-86.196430,480002
100870,39.780744,-86.196105,480003
100870,39.780745,-86.195913,480004
100870,39.780749,-86.195440,480005
100870,39.780754,-86.194988,480006
100870,39.780754,-86.194988,490001
100870,39.780755,-86.194872,490002
100870,39.780760,-86.194360,490003
100870,39.780764,-86.193851,490004
100870,39.780771,-86.193184,490005
100870,39.780771,-86.193184,500001
100870,39.780771,-86.193168,500002
100870,39.780769,-86.193114,500003
100870,39.780767,-86.193093,500004
100870,39.780765,-86.193076,500005
100870,39.780762,-86.193055,500006
100870,39.780761,-86.193033,500007
100870,39.780760,-86.193012,500008
100870,39.780759,-86.192984,500009
100870,39.780766,-86.191985,500010
100870,39.780766,-86.191985,510001
100870,39.780772,-86.191260,510002
100870,39.780770,-86.191154,510003
100870,39.780762,-86.191049,510004
100870,39.780749,-86.190945,510005
100870,39.780730,-86.190842,510006
100870,39.780704,-86.190732,510007
100870,39.780670,-86.190625,510008
100870,39.780631,-86.190522,510009
100870,39.780274,-86.189627,510010
100870,39.779897,-86.188684,510011
100870,39.779856,-86.188565,510012
100870,39.779820,-86.188443,510013
100870,39.779790,-86.188319,510014
100870,39.779765,-86.188193,510015
100870,39.779747,-86.188065,510016
100870,39.779734,-86.187936,510017
100870,39.779727,-86.187821,510018
100870,39.779725,-86.187706,510019
100870,39.779728,-86.187591,510020
100870,39.779736,-86.187476,510021
100870,39.779739,-86.187446,510022
100870,39.779739,-86.187446,520001
100870,39.779773,-86.187079,520002
100870,39.779796,-86.186815,520003
100870,39.779816,-86.186550,520004
100870,39.779835,-86.186249,520005
100870,39.779861,-86.185616,520006
100870,39.779874,-86.185285,520007
100870,39.779937,-86.182856,520008
100870,39.778896,-86.182844,520009
100870,39.778657,-86.182843,520010
100870,39.778315,-86.182862,520011
100870,39.778153,-86.182861,520012
100870,39.778107,-86.182860,520013
100870,39.777782,-86.182859,520014
100870,39.777782,-86.182859,530001
100870,39.776797,-86.182853,530002
100870,39.776394,-86.182851,530003
100870,39.776209,-86.182850,530004
100870,39.776160,-86.182854,530005
100870,39.776112,-86.182868,530006
100870,39.776066,-86.182890,530007
100870,39.776024,-86.182920,530008
100870,39.775984,-86.182958,530009
100870,39.775949,-86.183003,530010
100870,39.775744,-86.183308,530011
100870,39.775720,-86.183341,530012
100870,39.775674,-86.183398,530013
100870,39.775623,-86.183448,530014
100870,39.775568,-86.183491,530015
100870,39.775510,-86.183527,530016
100870,39.775450,-86.183554,530017
100870,39.775388,-86.183574,530018
100870,39.775324,-86.183586,530019
100870,39.775261,-86.183589,530020
100870,39.774965,-86.183585,530021
100870,39.774857,-86.183579,530022
100870,39.774803,-86.183576,530023
100870,39.774748,-86.183575,530024
100870,39.774472,-86.183580,530025
100870,39.774370,-86.183582,530026
100870,39.773614,-86.183595,530027
100870,39.773614,-86.183595,540001
100870,39.773525,-86.183596,540002
100870,39.772673,-86.183611,540003
100870,39.771824,-86.183625,540004
100870,39.771826,-86.183585,540005
100870,39.771830,-86.183000,540006
100870,39.771826,-86.182629,540007
100870,39.771822,-86.182313,540008
100870,39.771822,-86.182313,550001
100870,39.771798,-86.180068,550002
100870,39.771796,-86.179908,550003
100870,39.771796,-86.179908,560001
100870,39.771783,-86.178736,560002
100870,39.771761,-86.176727,560003
100870,39.771761,-86.176697,560004
100870,39.771740,-86.175880,560005
100870,39.771740,-86.175880,570001
100870,39.771738,-86.175789,570002
100870,39.771735,-86.175638,570003
100870,39.771732,-86.175488,570004
100870,39.771709,-86.174562,570005
100870,39.771676,-86.173315,570006
100870,39.771666,-86.172916,570007
100870,39.771666,-86.172916,580001
100870,39.771601,-86.170379,580002
100870,39.771601,-86.170379,590001
100870,39.771598,-86.170271,590002
100870,39.771590,-86.170132,590003
100870,39.771585,-86.170064,590004
100870,39.771582,-86.169994,590005
100870,39.771551,-86.168742,590006
100870,39.771551,-86.168742,600001
100870,39.771549,-86.168653,600002
100870,39.771512,-86.167164,600003
100870,39.771512,-86.167053,600004
100870,39.771514,-86.166942,600005
100870,39.771516,-86.166831,600006
100870,39.771515,-86.166720,600007
100870,39.771485,-86.165418,600008
100870,39.771485,-86.165418,610001
100870,39.771451,-86.163981,610002
100870,39.771440,-86.163529,610003
100870,39.771440,-86.163529,620001
100870,39.771437,-86.163374,620002
100870,39.770163,-86.163425,620003
100870,39.770121,-86.163423,620004
100870,39.770079,-86.163418,620005
100870,39.770039,-86.163407,620006
100870,39.770020,-86.162522,620007
100870,39.770011,-86.162182,620008
100870,39.770011,-86.162182,630001
100870,39.770002,-86.161774,630002
100870,39.769998,-86.161615,630003
100870,39.769964,-86.159971,630004
100870,39.769961,-86.159888,630005
100870,39.769958,-86.159804,630006
100870,39.769954,-86.159719,630007
100870,39.769951,-86.159637,630008
100870,39.769945,-86.159333,630009
100870,39.769945,-86.159333,640001
100870,39.769942,-86.159189,640002
100870,39.769936,-86.158898,640003
100870,39.769914,-86.157992,640004
100870,39.769880,-86.156458,640005
100870,39.769880,-86.156458,650001
100870,39.769874,-86.156180,650002
100870,39.769853,-86.155273,650003
100870,39.769832,-86.154366,650004
100870,39.769823,-86.153946,650005
100870,39.769823,-86.153946,660001
100870,39.769818,-86.153709,660002
100870,39.769812,-86.153461,660003
100870,39.769806,-86.153211,660004
100870,39.769792,-86.152554,660005
100870,39.769428,-86.152568,660006
100870,39.769099,-86.152581,660007
100870,39.768683,-86.152597,660008
100870,39.768683,-86.152597,670001
100870,39.768399,-86.152608,670002
100870,39.766954,-86.152650,670003
100870,39.766518,-86.152675,670004
100870,39.766531,-86.153712,670005
100870,39.766531,-86.153712,680001
100870,39.766541,-86.154489,680002
100870,39.766570,-86.154480,680003
100870,39.767002,-86.154476,680004
100870,39.767738,-86.154443,680005
100870,39.768439,-86.154421,680006
100870,39.768778,-86.154408,680007
100870,39.768778,-86.154408,690001
100870,39.769139,-86.154394,690002
100870,39.769832,-86.154366,690003
100870,39.770533,-86.154339,690004
100870,39.771044,-86.154318,690005
100870,39.771044,-86.154318,700001
100870,39.771232,-86.154310,700002
100870,39.771456,-86.154302,700003
100870,39.771929,-86.154284,700004
100870,39.772384,-86.154267,700005
100870,39.772384,-86.154267,710001
100870,39.772630,-86.154258,710002
100870,39.773333,-86.154231,710003
100870,39.773640,-86.154219,710004
100870,39.773749,-86.154214,710005
100870,39.773749,-86.154214,720001
100870,39.774028,-86.154204,720002
100870,39.774728,-86.154176,720003
100870,39.775425,-86.154149,720004
100870,39.775409,-86.153456,720005
100870,39.775404,-86.153242,720006
100870,39.775387,-86.152498,720007
100870,39.775385,-86.152337,720008
100870,39.775509,-86.152331,720009
100870,39.775871,-86.152317,720010
100870,39.775871,-86.152317,730001
100870,39.776689,-86.152286,730002
100870,39.777255,-86.152266,730003
100870,39.777770,-86.152246,730004
100870,39.777770,-86.152246,740001
100870,39.777868,-86.152242,740002
100870,39.778271,-86.152219,740003
100870,39.778621,-86.151876,740004
100870,39.779063,-86.151442,740005
100870,39.779302,-86.151207,740006
100870,39.779302,-86.151207,750001
100870,39.779599,-86.150916,750002
100870,39.780042,-86.150482,750003
100870,39.780108,-86.150411,750004
100870,39.780174,-86.150340,750005
100870,39.780417,-86.150101,750006
100870,39.780417,-86.150101,760001
100870,39.780515,-86.150005,760002
100870,39.780613,-86.149909,760003
100870,39.780655,-86.149862,760004
100870,39.780693,-86.149810,760005
100870,39.780727,-86.149754,760006
100870,39.780756,-86.149693,760007
100870,39.780780,-86.149628,760008
100870,39.780798,-86.149560,760009
100870,39.780811,-86.149491,760010
100870,39.780818,-86.149420,760011
100870,39.780820,-86.149348,760012
100870,39.780812,-86.149039,760013
100870,39.780802,-86.148574,760014
100870,39.780802,-86.148574,770001
100870,39.780783,-86.147777,770002
100870,39.780777,-86.147671,770003
100870,39.780771,-86.147564,770004
100870,39.780760,-86.147038,770005
100870,39.780744,-86.146370,770006
100870,39.780728,-86.145704,770007
100870,39.780719,-86.145325,770008
100870,39.780719,-86.145325,780001
100870,39.780713,-86.145075,780002
100870,39.780702,-86.144585,780003
100870,39.780702,-86.144510,780004
100870,39.780703,-86.144435,780005
100870,39.780707,-86.144369,780006
100870,39.780713,-86.144303,780007
100870,39.780728,-86.144185,780008
100870,39.780748,-86.144069,780009
100870,39.780775,-86.143955,780010
100870,39.780804,-86.143855,780011
100870,39.780837,-86.143757,780012
100870,39.780874,-86.143662,780013
100870,39.780916,-86.143570,780014
100870,39.780990,-86.143418,780015
100870,39.781044,-86.143298,780016
100870,39.781093,-86.143173,780017
100870,39.781136,-86.143045,780018
100870,39.781172,-86.142913,780019
100870,39.781201,-86.142779,780020
100870,39.781224,-86.142642,780021
100870,39.781233,-86.142567,780022
100870,39.781233,-86.142567,790001
100870,39.781241,-86.142504,790002
100870,39.781250,-86.142365,790003
100870,39.781252,-86.142225,790004
100870,39.781246,-86.141801,790005
100870,39.781242,-86.140550,790006
100870,39.781238,-86.139921,790007
100870,39.781238,-86.139858,790008
100870,39.781240,-86.139479,790009
100870,39.781242,-86.139199,790010
100870,39.781248,-86.138128,790011
100870,39.781252,-86.137403,790012
100870,39.781252,-86.137403,800001
100870,39.781253,-86.137177,800002
100870,39.781258,-86.136282,800003
100870,39.781261,-86.135582,800004
100870,39.781261,-86.135582,810001
100870,39.781263,-86.135373,810002
100870,39.781265,-86.134934,810003
100870,39.781274,-86.133550,810004
100870,39.781274,-86.133550,820001
100870,39.781275,-86.133392,820002
100870,39.781277,-86.131686,820003
100870,39.781277,-86.131686,830001
100870,39.781277,-86.131383,830002
100870,39.781280,-86.130853,830003
100870,39.781279,-86.130818,830004
100870,39.781278,-86.130782,830005
100870,39.781281,-86.130057,830006
100870,39.781284,-86.129434,830007
100870,39.781284,-86.129254,830008
100870,39.781287,-86.128783,830009
100870,39.781287,-86.128680,830010
100870,39.781287,-86.128680,840001
100870,39.781288,-86.128476,840002
100870,39.781291,-86.127699,840003
100870,39.781293,-86.127193,840004
100870,39.781293,-86.127193,850001
100870,39.781294,-86.126922,850002
100870,39.781296,-86.126455,850003
100870,39.781298,-86.126144,850004
100870,39.781299,-86.126130,850005
100870,39.781300,-86.126115,850006
100870,39.781302,-86.125807,850007
100870,39.781303,-86.125513,850008
100870,39.781305,-86.125139,850009
100870,39.781306,-86.124935,850010
100870,39.781309,-86.124353,850011
100870,39.781312,-86.123788,850012
100870,39.781315,-86.123448,850013
100870,39.781315,-86.123448,860001
100870,39.781318,-86.123157,860002
100870,39.781323,-86.122544,860003
100870,39.781328,-86.122001,860004
100870,39.781329,-86.121916,860005
100870,39.781329,-86.121916,870001
100870,39.781334,-86.121405,870002
100870,39.781333,-86.121360,870003
100870,39.781331,-86.121316,870004
100870,39.781329,-86.121298,870005
100870,39.781323,-86.121245,870006
100870,39.781321,-86.121191,870007
100870,39.781324,-86.120692,870008
100870,39.781326,-86.120397,870009
100870,39.781328,-86.119982,870010
100870,39.781328,-86.119604,870011
100870,39.781330,-86.119265,870012
100870,39.781331,-86.118810,870013
100870,39.781332,-86.118667,870014
100870,39.781332,-86.118667,880001
100870,39.781332,-86.118552,880002
100870,39.781335,-86.118017,880003
100870,39.781335,-86.117856,880004
100870,39.781337,-86.117460,880005
100870,39.781338,-86.117223,880006
100870,39.781338,-86.117075,880007
100870,39.781340,-86.116841,880008
100870,39.781340,-86.116841,890001
100870,39.781340,-86.116688,890002
100870,39.781342,-86.116615,890003
100870,39.781345,-86.116542,890004
100870,39.781349,-86.116469,890005
100870,39.781351,-86.116396,890006
100870,39.781353,-86.115765,890007
100870,39.781354,-86.115465,890008
100870,39.781356,-86.115091,890009
100870,39.781359,-86.114475,890010
100870,39.781359,-86.114475,900001
100870,39.781359,-86.114289,900002
100870,39.781361,-86.113742,900003
100870,39.781364,-86.113135,900004
100870,39.781367,-86.112394,900005
100870,39.781368,-86.112063,900006
100870,39.781368,-86.112063,910001
100870,39.781369,-86.111910,910002
100870,39.781370,-86.111725,910003
100870,39.781373,-86.110951,910004
100870,39.781376,-86.110357,910005
100870,39.781378,-86.109971,910006
100870,39.781378,-86.109971,920001
100870,39.781380,-86.109738,920002
100870,39.781384,-86.109034,920003
100870,39.781387,-86.108325,920004
100870,39.781391,-86.107623,920005
100870,39.781394,-86.106920,920006
100870,39.781396,-86.106456,920007
100870,39.781396,-86.106456,930001
100870,39.781398,-86.106109,930002
100870,39.781399,-86.105894,930003
100870,39.781402,-86.105371,930004
100870,39.781405,-86.104830,930005
100870,39.781407,-86.104413,930006
100870,39.781407,-86.104413,940001
100870,39.781408,-86.104279,940002
100870,39.781410,-86.103767,940003
100870,39.781417,-86.102344,940004
100870,39.781415,-86.102227,940005
100870,39.781412,-86.102110,940006
100870,39.781416,-86.101371,940007
100870,39.781416,-86.101371,950001
100870,39.781416,-86.101198,950002
100870,39.781418,-86.100636,950003
100870,39.781417,-86.100547,950004
100870,39.781415,-86.100458,950005
100870,39.781417,-86.100009,950006
100870,39.781418,-86.099756,950007
100870,39.781418,-86.099756,960001
100870,39.781421,-86.098821,960002
100870,39.781422,-86.098274,960003
100870,39.781425,-86.098184,960004
100870,39.781428,-86.098093,960005
100870,39.781432,-86.097788,960006
100870,39.781432,-86.097788,970001
100870,39.781435,-86.097595,970002
100870,39.781435,-86.097517,970003
100870,39.781438,-86.097012,970004
100870,39.781436,-86.096923,970005
100870,39.781433,-86.096834,970006
100870,39.781437,-86.096392,970007
100870,39.781442,-86.095734,970008
100870,39.781444,-86.095372,970009
100870,39.781444,-86.095372,980001
100870,39.781450,-86.094638,980002
100870,39.781457,-86.093688,980003
100870,39.781461,-86.093120,980004
100870,39.781461,-86.093120,990001
100870,39.781464,-86.092763,990002
100870,39.781470,-86.091664,990003
100870,39.781474,-86.090736,990004
100870,39.781474,-86.090736,1000001
100870,39.781474,-86.090544,1000002
100870,39.781480,-86.089872,1000003
100870,39.781488,-86.088886,1000004
100870,39.781492,-86.088198,1000005
100870,39.781495,-86.087701,1000006
100870,39.781495,-86.087701,1010001
100870,39.781496,-86.087487,1010002
100870,39.781500,-86.086773,1010003
100870,39.781503,-86.086260,1010004
100870,39.781503,-86.086260,1020001
100870,39.781505,-86.086050,1020002
100870,39.781508,-86.085347,1020003
100870,39.781513,-86.084644,1020004
100870,39.781517,-86.083913,1020005
100870,39.781518,-86.083731,1020006
100870,39.781518,-86.083731,1030001
100870,39.781519,-86.083504,1030002
100870,39.781521,-86.083215,1030003
100870,39.781525,-86.082506,1030004
100870,39.781529,-86.081830,1030005
100870,39.781536,-86.080681,1030006
100870,39.781536,-86.080681,1040001
100870,39.781537,-86.080478,1040002
100870,39.781545,-86.079126,1040003
100870,39.781547,-86.078721,1040004
100870,39.781547,-86.078721,1050001
100870,39.781552,-86.077871,1050002
100870,39.781559,-86.076739,1050003
100870,39.781559,-86.076739,1060001
100870,39.781560,-86.076584,1060002
100870,39.781576,-86.074124,1060003
100870,39.781579,-86.073728,1060004
100870,39.781615,-86.073743,1060005
100870,39.781653,-86.073752,1060006
100870,39.781691,-86.073755,1060007
100870,39.781968,-86.073758,1060008
100870,39.781968,-86.073758,1070001
100870,39.783396,-86.073769,1070002
100870,39.783396,-86.073769,1080001
100870,39.783397,-86.073769,1080002
100870,39.785145,-86.073784,1080003
100870,39.785145,-86.073784,1090001
100870,39.785236,-86.073785,1090002
100870,39.787418,-86.073803,1090003
100870,39.787418,-86.073803,1100001
100870,39.788733,-86.073814,1100002
100870,39.788733,-86.073814,1110001
100870,39.788918,-86.073816,1110002
100870,39.788922,-86.072609,1110003
100870,39.788924,-86.072018,1110004
100870,39.788926,-86.071552,1110005
100870,39.788926,-86.071552,1120001
100870,39.788927,-86.071423,1120002
100870,39.788931,-86.070490,1120003
100870,39.788931,-86.070238,1120004
100870,39.788935,-86.069321,1120005
100870,39.788935,-86.069321,1130001
100870,39.788935,-86.069320,1130002
100870,39.788936,-86.069064,1130003
100870,39.788941,-86.067882,1130004
100870,39.788945,-86.066805,1130005
100870,39.788945,-86.066805,1140001
100870,39.788946,-86.066701,1140002
100870,39.788949,-86.065844,1140003
100870,39.788950,-86.065520,1140004
100870,39.788953,-86.064936,1140005
100870,39.788954,-86.064594,1140006
100870,39.788954,-86.064594,1150001
100870,39.788955,-86.064337,1150002
100870,39.787136,-86.064322,1150003
100870,39.786910,-86.064320,1150004
100870,39.786910,-86.064320,1160001
100870,39.786743,-86.064319,1160002
100870,39.785746,-86.064310,1160003
100870,39.785746,-86.064310,1170001
100870,39.785595,-86.064309,1170002
100870,39.784555,-86.064300,1170003
100870,39.784555,-86.064300,1180001
100870,39.784393,-86.064299,1180002
100870,39.784222,-86.064298,1180003
100870,39.783270,-86.064290,1180004
100870,39.783270,-86.064290,1190001
100870,39.782946,-86.064287,1190002
100870,39.782641,-86.064285,1190003
100870,39.781640,-86.064232,1190004
100870,39.781641,-86.063726,1190005
100870,39.781641,-86.063726,1200001
100870,39.781653,-86.060378,1200002
100870,39.781656,-86.059856,1200003
100870,39.781656,-86.059856,1210001
100870,39.781658,-86.059634,1210002
100870,39.781672,-86.057508,1210003
100870,39.781672,-86.057508,1220001
100870,39.781672,-86.057499,1220002
100870,39.781688,-86.055066,1220003
100870,39.781720,-86.050235,1220004
100870,39.781720,-86.050235,1230001
100870,39.781721,-86.050085,1230002
100870,39.781738,-86.047512,1230003
100870,39.781741,-86.047058,1230004
100870,39.781741,-86.047058,1240001
100870,39.781753,-86.045357,1240002
100870,39.781757,-86.044859,1240003
100870,39.781757,-86.044859,1250001
100870,39.781757,-86.044831,1250002
100870,39.781757,-86.044831,1260001
100870,39.781782,-86.041675,1260002
100870,39.781782,-86.041675,1270001
100870,39.781790,-86.040658,1270002
100870,39.781742,-86.040678,1270003
100870,39.781692,-86.040691,1270004
100870,39.781642,-86.040695,1270005
100870,39.777863,-86.040638,1270006
100870,39.777383,-86.040631,1270007
100870,39.777054,-86.040626,1270008
100873,39.766531,-86.153712,10001
100873,39.766541,-86.154489,10002
100873,39.766570,-86.154480,10003
100873,39.767002,-86.154476,10004
100873,39.767738,-86.154443,10005
100873,39.768439,-86.154421,10006
100873,39.768778,-86.154408,10007
100873,39.768778,-86.154408,20001
100873,39.769139,-86.154394,20002
100873,39.769832,-86.154366,20003
100873,39.770533,-86.154339,20004
100873,39.771044,-86.154318,20005
100873,39.771044,-86.154318,30001
100873,39.771232,-86.154310,30002
100873,39.771456,-86.154302,30003
100873,39.771929,-86.154284,30004
100873,39.772384,-86.154267,30005
100873,39.772384,-86.154267,40001
100873,39.772630,-86.154258,40002
100873,39.773333,-86.154231,40003
100873,39.773640,-86.154219,40004
100873,39.773749,-86.154214,40005
100873,39.773749,-86.154214,50001
100873,39.774028,-86.154204,50002
100873,39.774728,-86.154176,50003
100873,39.775425,-86.154149,50004
100873,39.775409,-86.153456,50005
100873,39.775404,-86.153242,50006
100873,39.775387,-86.152498,50007
100873,39.775385,-86.152337,50008
100873,39.775509,-86.152331,50009
100873,39.775871,-86.152317,50010
100873,39.775871,-86.152317,60001
100873,39.776689,-86.152286,60002
100873,39.777255,-86.152266,60003
100873,39.777770,-86.152246,60004
100873,39.777770,-86.152246,70001
100873,39.777868,-86.152242,70002
100873,39.778271,-86.152219,70003
100873,39.778621,-86.151876,70004
100873,39.779063,-86.151442,70005
100873,39.779302,-86.151207,70006
100873,39.779302,-86.151207,80001
100873,39.779599,-86.150916,80002
100873,39.780042,-86.150482,80003
100873,39.780108,-86.150411,80004
100873,39.780174,-86.150340,80005
100873,39.780417,-86.150101,80006
100873,39.780417,-86.150101,90001
100873,39.780515,-86.150005,90002
100873,39.780613,-86.149909,90003
100873,39.780655,-86.149862,90004
100873,39.780693,-86.149810,90005
100873,39.780727,-86.149754,90006
100873,39.780756,-86.149693,90007
100873,39.780780,-86.149628,90008
100873,39.780798,-86.149560,90009
100873,39.780811,-86.149491,90010
100873,39.780818,-86.149420,90011
100873,39.780820,-86.149348,90012
100873,39.780812,-86.149039,90013
100873,39.780802,-86.148574,90014
100873,39.780802,-86.148574,100001
100873,39.780783,-86.147777,100002
100873,39.780777,-86.147671,100003
100873,39.780771,-86.147564,100004
100873,39.780760,-86.147038,100005
100873,39.780744,-86.146370,100006
100873,39.780728,-86.145704,100007
100873,39.780719,-86.145325,100008
100873,39.780719,-86.145325,110001
100873,39.780713,-86.145075,110002
100873,39.780702,-86.144585,110003
100873,39.780702,-86.144510,110004
100873,39.780703,-86.144435,110005
100873,39.780707,-86.144369,110006
100873,39.780713,-86.144303,110007
100873,39.780728,-86.144185,110008
100873,39.780748,-86.144069,110009
100873,39.780775,-86.143955,110010
100873,39.780804,-86.143855,110011
100873,39.780837,-86.143757,110012
100873,39.780874,-86.143662,110013
100873,39.780916,-86.143570,110014
100873,39.780990,-86.143418,110015
100873,39.781044,-86.143298,110016
100873,39.781093,-86.143173,110017
100873,39.781136,-86.143045,110018
100873,39.781172,-86.142913,110019
100873,39.781201,-86.142779,110020
100873,39.781224,-86.142642,110021
100873,39.781233,-86.142567,110022
100873,39.781233,-86.142567,120001
100873,39.781241,-86.142504,120002
100873,39.781250,-86.142365,120003
100873,39.781252,-86.142225,120004
100873,39.781246,-86.141801,120005
100873,39.781242,-86.140550,120006
100873,39.781238,-86.139921,120007
100873,39.781238,-86.139858,120008
100873,39.781240,-86.139479,120009
100873,39.781242,-86.139199,120010
100873,39.781248,-86.138128,120011
100873,39.781252,-86.137403,120012
100873,39.781252,-86.137403,130001
100873,39.781253,-86.137177,130002
100873,39.781258,-86.136282,130003
100873,39.781261,-86.135582,130004
100873,39.781261,-86.135582,140001
100873,39.781263,-86.135373,140002
100873,39.781265,-86.134934,140003
100873,39.781274,-86.133550,140004
100873,39.781274,-86.133550,150001
100873,39.781275,-86.133392,150002
100873,39.781277,-86.131686,150003
100873,39.781277,-86.131686,160001
100873,39.781277,-86.131383,160002
100873,39.781280,-86.130853,160003
100873,39.781279,-86.130818,160004
100873,39.781278,-86.130782,160005
100873,39.781281,-86.130057,160006
100873,39.781284,-86.129434,160007
100873,39.781284,-86.129254,160008
100873,39.781287,-86.128783,160009
100873,39.781287,-86.128680,160010
100873,39.781287,-86.128680,170001
100873,39.781288,-86.128476,170002
100873,39.781291,-86.127699,170003
100873,39.781293,-86.127193,170004
100873,39.781293,-86.127193,180001
100873,39.781294,-86.126922,180002
100873,39.781296,-86.126455,180003
100873,39.781298,-86.126144,180004
100873,39.781299,-86.126130,180005
100873,39.781300,-86.126115,180006
100873,39.781302,-86.125807,180007
100873,39.781303,-86.125513,180008
100873,39.781305,-86.125139,180009
100873,39.781306,-86.124935,180010
100873,39.781309,-86.124353,180011
100873,39.781312,-86.123788,180012
100873,39.781315,-86.123448,180013
100873,39.781315,-86.123448,190001
100873,39.781318,-86.123157,190002
100873,39.781323,-86.122544,190003
100873,39.781328,-86.122001,190004
100873,39.781329,-86.121916,190005
100873,39.781329,-86.121916,200001
100873,39.781334,-86.121405,200002
100873,39.781333,-86.121360,200003
100873,39.781331,-86.121316,200004
100873,39.781329,-86.121298,200005
100873,39.781323,-86.121245,200006
100873,39.781321,-86.121191,200007
100873,39.781324,-86.120692,200008
100873,39.781326,-86.120397,200009
100873,39.781328,-86.119982,200010
100873,39.781328,-86.119604,200011
100873,39.781330,-86.119265,200012
100873,39.781331,-86.118810,200013
100873,39.781332,-86.118667,200014
100873,39.781332,-86.118667,210001
100873,39.781332,-86.118552,210002
100873,39.781335,-86.118017,210003
100873,39.781335,-86.117856,210004
100873,39.781337,-86.117460,210005
100873,39.781338,-86.117223,210006
100873,39.781338,-86.117075,210007
100873,39.781340,-86.116841,210008
100873,39.781340,-86.116841,220001
100873,39.781340,-86.116688,220002
100873,39.781342,-86.116615,220003
100873,39.781345,-86.116542,220004
100873,39.781349,-86.116469,220005
100873,39.781351,-86.116396,220006
100873,39.781353,-86.115765,220007
100873,39.781354,-86.115465,220008
100873,39.781356,-86.115091,220009
100873,39.781359,-86.114475,220010
100873,39.781359,-86.114475,230001
100873,39.781359,-86.114289,230002
100873,39.781361,-86.113742,230003
100873,39.781364,-86.113135,230004
100873,39.781367,-86.112394,230005
100873,39.781368,-86.112063,230006
